,SRS011061,SRS011134,SRS012902,SRS054956
Bacteroides_sp_2_1_33B_k,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_lac_D,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_leu_L,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_lys_L,0.0095766,0.006136,0,0.0024774
Bacteroides_sp_2_1_33B_met_L,1.0075,0.93806,0,0.35848
Bacteroides_sp_2_1_33B_mg2,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_mn2,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_nac,0.00044843,0.00028732,0,0.000116
Bacteroides_sp_2_1_33B_nh4,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_no2,0.2,0.2,0,0.1
Bacteroides_sp_2_1_33B_o2,0.00092535,0.0032477,0,0.00011324
Bacteroides_sp_2_1_33B_orn,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_pheme,9.9998,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_pi,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_pro_L,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_pydam,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_pydx,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_pydxn,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_ser_L,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_so4,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_sp_2_1_33B_succ,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_tchola,10,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_tdchola,10,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_thr_L,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_thymd,0.00033727,0.0002161,0,8.7248e-05
Bacteroides_sp_2_1_33B_ttdca,11.4754,7.3526,0,2.9686
Bacteroides_sp_2_1_33B_uri,11.4818,7.3567,0,2.9702
Bacteroides_sp_2_1_33B_val_L,11.4844,7.3584,0,2.9709
Bacteroides_sp_2_1_33B_xan,0.0067892,0.00435,0,0.0017563
Bacteroides_sp_2_1_33B_xyl_D,1,1,0,1
Bacteroides_sp_2_1_33B_zn2,0.00022422,0.00014366,0,5.8002e-05
Bacteroides_caccae_ATCC_43185_2obut,0,25.5386,0,0.30515
Bacteroides_caccae_ATCC_43185_T_antigen,0,3,0,0
Bacteroides_caccae_ATCC_43185_Tn_antigen,0,9,0,0
Bacteroides_caccae_ATCC_43185_ac,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_acgal,0,16.3603,0,0.30515
Bacteroides_caccae_ATCC_43185_acgalglcur,0,5,0,0.30515
Bacteroides_caccae_ATCC_43185_acgalidour2s,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_acgalidour,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_acgam,0,34.5959,0,0.30515
Bacteroides_caccae_ATCC_43185_acnam,0,3.1,0,0.1
Bacteroides_caccae_ATCC_43185_adn,0,26.7234,0,0.30515
Bacteroides_caccae_ATCC_43185_ala_L,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_arab_L,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_arg_L,0,0.025918,0,0.00021991
Bacteroides_caccae_ATCC_43185_asn_L,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_btn,0,0.017867,0,0.017867
Bacteroides_caccae_ATCC_43185_ca2,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_chtbs,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_cl,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_co2,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_cobalt2,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_core2,0,1,0,0
Bacteroides_caccae_ATCC_43185_core3,0,1,0,0
Bacteroides_caccae_ATCC_43185_core4,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_core5,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_core6,0,1,0,0
Bacteroides_caccae_ATCC_43185_core7,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_core8,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_cspg_a,0,1,0,0.27886
Bacteroides_caccae_ATCC_43185_cspg_a_degr,0,3,0,0.30515
Bacteroides_caccae_ATCC_43185_cspg_b,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_cspg_b_degr,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_cspg_c,0,1,0,0.27886
Bacteroides_caccae_ATCC_43185_cspg_c_degr,0,2,0,0.30515
Bacteroides_caccae_ATCC_43185_cu2,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_cys_L,0,14.5297,0,0.30515
Bacteroides_caccae_ATCC_43185_cytd,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_dad_2,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_dcyt,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_ddca,0,17.0305,0,0.30515
Bacteroides_caccae_ATCC_43185_dgsn,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_dsT_antigen,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_duri,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_f1a,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_fe2,0,0.10758,0,0.038155
Bacteroides_caccae_ATCC_43185_fe3,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_for,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_fru,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_gal,0,9.2567,0,0.029974
Bacteroides_caccae_ATCC_43185_gam,0,2.8802,0,0.30515
Bacteroides_caccae_ATCC_43185_gcald,0,0.00035946,0,0
Bacteroides_caccae_ATCC_43185_glc_D,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_glcur,0,5.3603,0,0.30515
Bacteroides_caccae_ATCC_43185_gncore1,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_gncore2,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_gsn,0,0.02126,0,0.00018039
Bacteroides_caccae_ATCC_43185_h2,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_h2o,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_h2s,0,13.0957,0,0.30515
Bacteroides_caccae_ATCC_43185_h,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_ha,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_ha_deg1,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_ha_pre1,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_hdca,0,35.953,0,0.30506
Bacteroides_caccae_ATCC_43185_ins,0,35.9487,0,0.30502
Bacteroides_caccae_ATCC_43185_k,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_lac_D,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_lcts,0,4.1267,0,0.30515
Bacteroides_caccae_ATCC_43185_leu_L,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_lys_L,0,0.029989,0,0.00025445
Bacteroides_caccae_ATCC_43185_malt,0,13.0233,0,0.30515
Bacteroides_caccae_ATCC_43185_man,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_melib,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_meoh,0,0.95508,0,0.30515
Bacteroides_caccae_ATCC_43185_met_L,0,2.0141,0,0.13983
Bacteroides_caccae_ATCC_43185_mg2,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_mn2,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_nac,0,0.0014043,0,1.1915e-05
Bacteroides_caccae_ATCC_43185_nh4,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_no2,0,0.2,0,0.1
Bacteroides_caccae_ATCC_43185_o2,0,0.0032477,0,0.00011324
Bacteroides_caccae_ATCC_43185_pheme,0,9.9993,0,0.30515
Bacteroides_caccae_ATCC_43185_pi,0,13.9824,0,0.30515
Bacteroides_caccae_ATCC_43185_pro_L,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_pydam,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_pydx,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_pydxn,0,0.00070213,0,5.9575e-06
Bacteroides_caccae_ATCC_43185_rib_D,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_sT_antigen,0,1,0,0
Bacteroides_caccae_ATCC_43185_sTn_antigen,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_ser_L,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_so4,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_strch1,0,8.9909,0,0.076286
Bacteroides_caccae_ATCC_43185_strch2,0,1.1524,0,0.018886
Bacteroides_caccae_ATCC_43185_succ,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_sucr,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_thr_L,0,35.9634,0,0.30515
Bacteroides_caccae_ATCC_43185_thymd,0,0.0010562,0,8.9614e-06
Bacteroides_caccae_ATCC_43185_tre,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_ttdca,0,35.9556,0,0.30508
Bacteroides_caccae_ATCC_43185_ura,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_uri,0,35.9582,0,0.3051
Bacteroides_caccae_ATCC_43185_xan,0,0.1,0,0.1
Bacteroides_caccae_ATCC_43185_xyl_D,0,1,0,0.30515
Bacteroides_caccae_ATCC_43185_zn2,0,0.00070213,0,5.9575e-06
